time_period,time_identifier,geographic_level,country_code,country_name,version,breakdown_topic,breakdown,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
202122,Academic year,National,E92000001,England,Final,School religious character,Jewish,State-funded mainstream schools,Total,36,1409,1017,138,1455,1266,587,154,26,3,6,z,1417,152568,1455,1229,569,193,23,4,6,z,1421,153005,1456,1241,511,181,23,5,6,z,1420,151438,1410,1112,225,237,38,14,3,3,0,1,z,z,z,0,z,2,z,1410,1265,143,2,0,72,10,87,40,11,2,0,0,z,108,84,39,13,2,0,0,z,108,85,35,12,2,0,0,z,107,79,16,17,3,1,0,0,0,0,z,z,z,0,z,0,z,90,10,0,0
202122,Academic year,National,E92000001,England,Final,School phase,Junior,State-funded mainstream schools,Total,1004,77184,45878,5796,77304,58872,22553,16383,1455,394,200,z,75051,7875057,77281,57237,22670,18042,1359,454,189,z,75237,7912868,77297,56144,17950,19211,1273,479,190,z,75180,7808581,77231,54691,10277,19063,1807,792,286,180,103,35,z,z,z,53,z,221,z,77228,62824,14109,295,0,59,8,76,29,21,2,1,0,z,105,74,29,23,2,1,0,z,105,73,23,25,2,1,0,z,104,71,13,25,2,1,0,0,0,0,z,z,z,0,z,0,z,81,18,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Methodist,State-funded mainstream schools,Total,23,636,352,47,638,467,163,153,12,4,2,z,619,64663,625,441,142,165,12,5,2,z,591,61346,637,427,120,195,11,4,0,z,621,63723,637,434,93,178,17,5,0,1,0,0,z,z,z,1,z,1,z,637,505,131,1,0,55,7,73,26,24,2,1,0,z,104,71,23,26,2,1,0,z,104,67,19,31,2,1,0,z,103,68,15,28,3,1,0,0,0,0,z,z,z,0,z,0,z,79,21,0,0
202122,Academic year,National,E92000001,England,Final,School phase,Middle,State-funded mainstream schools,Total,102,12607,7081,852,12632,9354,3446,3027,129,83,39,z,12327,1286259,12575,8848,3088,3462,125,103,36,z,12304,1280483,12625,8731,2530,3627,119,107,41,z,12324,1269283,12621,8888,1588,3245,270,78,39,14,36,4,z,z,z,2,z,45,z,12621,10539,2033,49,0,56,7,74,27,24,1,1,0,z,104,70,25,28,1,1,0,z,104,69,20,29,1,1,0,z,103,70,13,26,2,1,0,0,0,0,z,z,z,0,z,0,z,84,16,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Muslim,State-funded mainstream schools,Total,14,950,719,126,950,811,371,120,10,3,6,z,931,99692,949,814,423,117,10,2,6,z,930,100759,950,814,350,116,10,4,6,z,927,99118,950,799,195,128,10,2,1,0,4,0,z,z,z,1,z,5,z,950,848,96,6,0,76,13,85,39,13,1,0,1,z,107,86,45,12,1,0,1,z,108,86,37,12,1,0,1,z,107,84,21,13,1,0,0,0,0,0,z,z,z,0,z,1,z,89,10,1,0
202122,Academic year,National,E92000001,England,Final,School religious character,No religious character,State-funded mainstream schools,Total,9488,465196,273623,33164,466182,348323,128594,102783,11117,2313,1642,z,449518,47020345,465765,338935,131866,112056,10630,2652,1489,z,450417,47268151,466078,335010,104500,116710,9928,2945,1482,z,450279,46706170,465513,325263,58958,114766,11524,6433,2626,1574,1079,430,z,z,z,355,z,1463,z,465496,369197,94599,1700,0,59,7,75,28,22,2,0,0,z,105,73,28,24,2,1,0,z,105,72,22,25,2,1,0,z,104,70,13,25,2,1,1,0,0,0,z,z,z,0,z,0,z,79,20,0,0
202122,Academic year,National,E92000001,England,Final,School phase,Other,State-funded mainstream schools,Total,146,8704,5059,594,8720,6435,2366,2029,184,50,22,z,8434,879886,8723,6294,2527,2183,174,55,17,z,8471,888547,8721,6162,1958,2312,161,70,16,z,8438,873527,8715,6024,1001,2101,243,182,70,34,22,11,z,z,z,7,z,21,z,8714,6848,1844,22,0,58,7,74,27,23,2,1,0,z,104,72,29,25,2,1,0,z,105,71,22,27,2,1,0,z,104,69,11,24,3,2,1,0,0,0,z,z,z,0,z,0,z,79,21,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Other Christian faith,State-funded mainstream schools,Total,86,3258,1932,216,3274,2444,888,749,54,17,10,z,3184,332279,3273,2416,848,779,51,17,10,z,3193,333977,3270,2349,668,840,48,22,11,z,3178,328452,3266,2312,432,780,84,54,14,4,2,1,z,z,z,1,z,14,z,3266,2657,594,15,0,59,7,75,27,23,2,1,0,z,104,74,26,24,2,1,0,z,105,72,20,26,1,1,0,z,103,71,13,24,3,2,0,0,0,0,z,z,z,0,z,0,z,81,18,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Other religious character,State-funded mainstream schools,Total,6,405,295,47,405,335,150,61,7,1,1,z,396,42260,405,357,207,38,9,1,0,z,395,43320,405,345,197,50,8,2,0,z,395,42583,405,321,57,65,13,0,3,0,0,0,z,z,z,2,z,1,z,405,346,59,0,0,73,12,83,37,15,2,0,0,z,107,88,51,9,2,0,0,z,110,85,49,12,2,0,0,z,108,79,14,16,3,0,1,0,0,0,z,z,z,0,z,0,z,85,15,0,0
202122,Academic year,National,E92000001,England,Final,School phase,Primary,State-funded mainstream schools,Total,14084,556130,332028,40669,557502,422076,157900,118089,12781,2535,2017,z,538442,56433678,556881,409630,159579,130244,12292,2880,1832,z,539142,56653488,557325,404736,127246,135973,11585,3231,1797,z,539139,55991854,556565,391881,72087,135540,13171,7415,2961,1737,1275,486,z,z,z,426,z,1673,z,556543,444313,110340,1890,0,60,7,76,28,21,2,0,0,z,105,74,29,23,2,1,0,z,105,73,23,24,2,1,0,z,104,70,13,24,2,1,1,0,0,0,z,z,z,0,z,0,z,80,20,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Roman Catholic,State-funded mainstream schools,Total,1608,58121,37222,4854,58270,46780,18664,10108,1005,194,183,z,56801,6006231,58160,45464,18966,11330,976,217,173,z,56734,6017793,58230,44415,14911,12469,944,246,156,z,56790,5937528,58170,42859,8279,13049,1062,539,188,110,130,34,z,z,z,70,z,129,z,58166,47826,10197,143,0,64,8,80,32,17,2,0,0,z,106,78,33,19,2,0,0,z,106,76,26,21,2,0,0,z,105,74,14,22,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
202122,Academic year,National,E92000001,England,Final,School religious character,Sikh,State-funded mainstream schools,Total,9,495,373,61,496,420,185,64,8,0,4,z,484,51638,496,436,237,48,9,0,3,z,484,52779,496,417,196,67,9,1,2,z,482,51647,495,409,100,72,8,1,0,1,0,0,z,z,z,2,z,2,z,495,448,45,2,0,75,12,85,37,13,2,0,1,z,107,88,48,10,2,0,1,z,109,84,40,14,2,0,0,z,107,83,20,15,2,0,0,0,0,0,z,z,z,0,z,0,z,91,9,0,0
202122,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Boys,5977,138574,77189,8314,138899,97581,31568,36254,3821,716,525,z,133088,13771181,138720,94796,33945,38952,3650,844,477,z,133539,13875119,138856,101548,34364,32591,3325,920,469,z,133706,13926159,138678,89645,13700,39082,4582,2539,1046,565,434,180,z,z,z,124,z,481,z,138674,107932,30189,553,0,56,6,70,23,26,3,1,0,z,103,68,24,28,3,1,0,z,104,73,25,23,2,1,0,z,104,65,10,28,3,2,1,0,0,0,z,z,z,0,z,0,z,78,22,0,0
202122,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Girls,5966,133645,84623,11401,133920,106700,43688,24307,1953,607,351,z,130711,13814651,133798,102361,41385,28516,1909,695,315,z,130701,13803175,133897,94400,25828,36548,1887,737,325,z,130487,13449813,133727,103459,21927,25550,2216,1145,443,260,159,72,z,z,z,71,z,352,z,133727,109572,23734,421,0,63,9,80,33,18,1,0,0,z,106,77,31,21,1,1,0,z,106,71,19,27,1,1,0,z,103,77,16,19,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
202122,Academic year,National,E92000001,England,Final,School type,Academies and free schools,Academies and free schools,Total,5991,272219,161812,19715,272819,204281,75256,60561,5774,1323,876,z,263799,27585832,272518,197157,75330,67468,5559,1539,792,z,264240,27678294,272753,195948,60192,69139,5212,1657,794,z,264193,27375972,272405,193104,35627,64632,6798,3684,1489,825,593,252,z,z,z,195,z,833,z,272401,217504,53923,974,0,59,7,75,28,22,2,0,0,z,105,72,28,25,2,1,0,z,105,72,22,25,2,1,0,z,104,71,13,24,2,1,1,0,0,0,z,z,z,0,z,0,z,80,20,0,0
202122,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Boys,16259,341325,186146,20198,342635,238578,78509,84650,16127,1807,1471,z,321667,33354809,342242,233195,85491,89870,15767,2095,1312,z,322632,33627964,342547,247455,85550,76613,14824,2353,1299,z,323147,33717518,341599,214177,32824,97774,11144,6709,3056,2147,1896,1540,z,z,z,1905,z,1251,z,341470,260958,79121,1391,0,55,6,70,23,25,5,1,0,z,104,68,25,26,5,1,0,z,104,72,25,22,4,1,0,z,104,63,10,29,3,2,1,1,1,0,z,z,z,1,z,0,z,76,23,0,0
202122,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Girls,16087,325499,205420,27999,326524,260631,108846,56154,7353,1436,948,z,316189,33492088,326222,251193,103529,65340,7214,1601,872,z,316165,33484489,326427,230589,65031,85933,7208,1809,888,z,315536,32592440,325738,249028,52581,63511,5203,2829,1194,865,756,631,z,z,z,839,z,882,z,325613,265514,59053,1046,0,63,9,80,33,17,2,0,0,z,106,77,32,20,2,0,0,z,106,71,20,26,2,1,0,z,103,76,16,19,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
202122,Academic year,National,E92000001,England,Final,School type,All schools,All schools,Total,16343,666824,391566,48197,669159,499209,187355,140804,23480,3243,2419,z,637856,66846897,668464,484388,189020,155210,22981,3696,2184,z,638797,67112453,668974,478044,150581,162546,22032,4162,2187,z,638683,66309958,667337,463205,85405,161285,16347,9538,4250,3012,2652,2171,z,z,z,2744,z,2133,z,667083,526472,138174,2437,0,59,7,75,28,21,4,0,0,z,105,72,28,23,3,1,0,z,105,71,23,24,3,1,0,z,104,69,13,24,2,1,1,0,0,0,z,z,z,0,z,0,z,79,21,0,0
202122,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Boys,82,300,3,0,327,45,4,140,92,28,22,z,160,15056,329,25,2,166,86,31,21,z,189,17361,330,23,1,160,83,48,16,z,172,15849,301,9,0,149,31,31,16,21,18,6,z,z,z,5,z,15,z,302,34,250,18,0,1,0,14,1,43,28,9,7,z,94,8,1,50,26,9,6,z,92,7,0,48,25,15,5,z,92,3,0,50,10,10,5,7,6,2,z,z,z,2,z,5,z,11,83,6,0
202122,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Girls,23,34,1,0,34,10,2,14,8,1,1,z,22,2159,34,5,1,18,8,2,1,z,23,2145,34,2,0,18,8,4,2,z,18,1631,34,3,1,12,3,4,3,3,2,0,z,z,z,1,z,3,z,33,2,28,3,0,3,0,29,6,41,24,3,3,z,98,15,3,53,24,6,3,z,93,6,0,53,24,12,6,z,91,9,3,35,9,12,9,9,6,0,z,z,z,3,z,9,z,6,85,9,0
202122,Academic year,National,E92000001,England,Final,School type,Alternative provision,Alternative provision,Total,83,334,4,0,361,55,6,154,100,29,23,z,182,17215,363,30,3,184,94,33,22,z,212,19506,364,25,1,178,91,52,18,z,190,17480,335,12,1,161,34,35,19,24,20,6,z,z,z,6,z,18,z,335,36,278,21,0,1,0,15,2,43,28,8,6,z,95,8,1,51,26,9,6,z,92,7,0,49,25,14,5,z,92,4,0,48,10,10,6,7,6,2,z,z,z,2,z,5,z,11,83,6,0
202122,Academic year,National,E92000001,England,Final,School type,Converter academies,Converter academies,Boys,4182,97317,55735,6275,97531,70475,23486,23780,2430,489,355,z,93827,9748474,97359,68720,25296,25440,2298,580,320,z,94033,9814840,97493,73125,25637,21336,2094,621,315,z,94230,9851358,97391,64087,10164,27084,2902,1582,626,332,280,108,z,z,z,77,z,313,z,97389,77267,19784,338,0,57,6,72,24,24,2,1,0,z,104,71,26,26,2,1,0,z,104,75,26,22,2,1,0,z,105,66,10,28,3,2,1,0,0,0,z,z,z,0,z,0,z,79,20,0,0
202122,Academic year,National,E92000001,England,Final,School type,Converter academies,Converter academies,Girls,4175,94228,61547,8710,94405,76923,32647,15632,1234,391,224,z,92391,9805358,94283,74087,30941,18351,1202,439,202,z,92321,9793935,94381,68361,19511,24113,1196,504,207,z,92215,9542511,94291,74199,16422,17220,1339,696,257,146,114,44,z,z,z,44,z,232,z,94291,78526,15503,262,0,65,9,81,35,17,1,0,0,z,106,79,33,19,1,0,0,z,106,72,21,26,1,1,0,z,103,79,17,18,1,1,0,0,0,0,z,z,z,0,z,0,z,83,16,0,0
202122,Academic year,National,E92000001,England,Final,School type,Converter academies,Converter academies,Total,4191,191545,117282,14985,191936,147398,56133,39412,3664,880,579,z,186218,19553832,191642,142807,56237,43791,3500,1019,522,z,186354,19608775,191874,141486,45148,45449,3290,1125,522,z,186445,19393869,191682,138286,26586,44304,4241,2278,883,478,394,152,z,z,z,121,z,545,z,191680,155793,35287,600,0,61,8,77,29,21,2,0,0,z,105,75,29,23,2,1,0,z,105,74,24,24,2,1,0,z,104,72,14,23,2,1,0,0,0,0,z,z,z,0,z,0,z,81,18,0,0
202122,Academic year,National,E92000001,England,Final,School type,Free schools,Free schools,Boys,174,3883,2338,307,3891,2894,1076,855,111,17,14,z,3734,390462,3887,2859,1193,893,104,21,10,z,3750,395329,3891,2966,1186,789,101,26,9,z,3750,394465,3885,2656,469,932,136,67,26,19,16,3,z,z,z,14,z,16,z,3885,3122,745,18,0,60,8,74,28,22,3,0,0,z,105,74,31,23,3,1,0,z,105,76,30,20,3,1,0,z,105,68,12,24,4,2,1,0,0,0,z,z,z,0,z,0,z,80,19,0,0
202122,Academic year,National,E92000001,England,Final,School type,Free schools,Free schools,Girls,174,3841,2574,413,3853,3181,1463,588,57,11,15,z,3763,401093,3855,3097,1481,673,58,15,12,z,3769,403256,3854,2833,938,940,56,14,11,z,3765,391580,3844,3061,724,619,66,43,14,13,7,1,z,z,z,10,z,10,z,3844,3265,566,13,0,67,11,83,38,15,1,0,0,z,107,80,38,17,2,0,0,z,107,74,24,24,1,0,0,z,104,80,19,16,2,1,0,0,0,0,z,z,z,0,z,0,z,85,15,0,0
202122,Academic year,National,E92000001,England,Final,School type,Free schools,Free schools,Total,174,7724,4912,720,7744,6075,2539,1443,168,28,29,z,7497,791555,7742,5956,2674,1566,162,36,22,z,7519,798585,7745,5799,2124,1729,157,40,20,z,7515,786045,7729,5717,1193,1551,202,110,40,32,23,4,z,z,z,24,z,26,z,7729,6387,1311,31,0,64,9,78,33,19,2,0,0,z,106,77,35,20,2,0,0,z,106,75,27,22,2,1,0,z,105,74,15,20,3,1,1,0,0,0,z,z,z,0,z,0,z,83,17,0,0
202122,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Boys,161,1149,636,104,1323,947,407,192,141,11,32,z,1133,120178,1325,928,444,198,155,22,22,z,1126,120708,1324,936,400,192,147,29,20,z,1123,119185,1149,700,162,264,34,28,28,25,20,14,z,z,z,23,z,13,z,1069,808,254,7,0,55,9,72,31,15,11,1,2,z,106,70,34,15,12,2,2,z,107,71,30,15,11,2,2,z,106,61,14,23,3,2,2,2,2,1,z,z,z,2,z,1,z,76,24,1,0
202122,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Girls,154,1159,854,181,1438,1210,646,161,52,11,4,z,1371,148574,1438,1254,693,120,49,10,5,z,1373,150422,1438,1186,485,187,43,16,6,z,1372,146183,1159,937,282,168,10,8,3,3,6,6,z,z,z,14,z,4,z,1057,945,106,6,0,74,16,84,45,11,4,1,0,z,108,87,48,8,3,1,0,z,110,82,34,13,3,1,0,z,107,81,24,14,1,1,0,0,1,1,z,z,z,1,z,0,z,89,10,1,0
202122,Academic year,National,E92000001,England,Final,School type,Independent schools,Independent schools,Total,179,2308,1490,285,2761,2157,1053,353,193,22,36,z,2504,268752,2763,2182,1137,318,204,32,27,z,2499,271130,2762,2122,885,379,190,45,26,z,2495,265368,2308,1637,444,432,44,36,31,28,26,20,z,z,z,37,z,17,z,2126,1753,360,13,0,65,12,78,38,13,7,1,1,z,107,79,41,12,7,1,1,z,108,77,32,14,7,2,1,z,106,71,19,19,2,2,1,1,1,1,z,z,z,2,z,1,z,82,17,1,0
202122,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Boys,9299,194078,108293,11779,194617,139782,46507,47397,5678,937,823,z,186496,19374282,194399,137308,51085,49876,5396,1076,742,z,186973,19540218,194565,144830,50774,42912,4906,1207,710,z,187325,19581019,194244,123761,18957,57648,5846,3315,1305,789,561,194,z,z,z,198,z,627,z,194230,152043,41495,692,0,56,6,72,24,24,3,0,0,z,104,71,26,26,3,1,0,z,105,74,26,22,3,1,0,z,105,64,10,30,3,2,1,0,0,0,z,z,z,0,z,0,z,78,21,0,0
202122,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Girls,9313,188328,119941,16417,188722,152674,64502,31570,3097,802,579,z,183959,19514766,188543,147544,61449,36587,2995,877,540,z,183941,19516874,188650,134995,38718,49072,3020,1023,540,z,183563,18986254,188483,144619,30369,37669,2847,1468,562,351,282,90,z,z,z,95,z,500,z,188475,154977,32908,590,0,64,9,81,34,17,2,0,0,z,106,78,33,19,2,0,0,z,106,72,21,26,2,1,0,z,103,77,16,20,2,1,0,0,0,0,z,z,z,0,z,0,z,82,17,0,0
202122,Academic year,National,E92000001,England,Final,School type,LA maintained schools,LA maintained schools,Total,9345,382406,228234,28196,383339,292456,111009,78967,8775,1739,1402,z,370455,38889048,382942,284852,112534,86463,8391,1953,1282,z,370914,39057092,383215,279825,89492,91984,7926,2230,1250,z,370888,38567273,382727,268380,49326,95317,8693,4783,1867,1140,843,284,z,z,z,293,z,1127,z,382705,307020,74403,1282,0,60,7,76,29,21,2,0,0,z,105,74,29,23,2,1,0,z,105,73,23,24,2,1,0,z,104,70,13,25,2,1,0,0,0,0,z,z,z,0,z,0,z,80,19,0,0
202122,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Boys,1621,37374,19116,1732,37477,24212,7006,11619,1280,210,156,z,35527,3632245,37474,23217,7456,12619,1248,243,147,z,35756,3664950,37472,25457,7541,10466,1130,273,145,z,35726,3680336,37402,22902,3067,11066,1544,890,394,214,138,69,z,z,z,33,z,152,z,37400,27543,9660,197,0,51,5,65,19,31,3,1,0,z,102,62,20,34,3,1,0,z,102,68,20,28,3,1,0,z,103,61,8,30,4,2,1,1,0,0,z,z,z,0,z,0,z,74,26,1,0
202122,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Girls,1617,35576,20502,2278,35662,26596,9578,8087,662,205,112,z,34557,3608200,35660,25177,8963,9492,649,241,101,z,34611,3605984,35662,23206,5379,11495,635,219,107,z,34507,3515722,35592,26199,4781,7711,811,406,172,101,38,27,z,z,z,17,z,110,z,35592,27781,7665,146,0,58,6,75,27,23,2,1,0,z,104,71,25,27,2,1,0,z,104,65,15,32,2,1,0,z,102,74,13,22,2,1,0,0,0,0,z,z,z,0,z,0,z,78,22,0,0
202122,Academic year,National,E92000001,England,Final,School type,Sponsored academies,Sponsored academies,Total,1626,72950,39618,4010,73139,50808,16584,19706,1942,415,268,z,70084,7240445,73134,48394,16419,22111,1897,484,248,z,70367,7270934,73134,48663,12920,21961,1765,492,252,z,70233,7196058,72994,49101,7848,18777,2355,1296,566,315,176,96,z,z,z,50,z,262,z,72992,55324,17325,343,0,54,5,69,23,27,3,1,0,z,103,66,22,30,3,1,0,z,103,67,18,30,2,1,0,z,102,67,11,26,3,2,1,0,0,0,z,z,z,0,z,0,z,76,24,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Boys,15276,332652,185482,20093,333516,237363,78075,83651,9499,1653,1348,z,319584,33145463,333119,232104,85030,88828,9046,1920,1219,z,320512,33415337,333421,246378,85138,75503,8231,2127,1179,z,321031,33507178,332922,213406,32657,96730,10428,5854,2351,1354,995,374,z,z,z,322,z,1108,z,332904,259975,71684,1245,0,56,6,71,23,25,3,0,0,z,104,70,26,27,3,1,0,z,104,74,26,23,2,1,0,z,104,64,10,29,3,2,1,0,0,0,z,z,z,0,z,0,z,78,22,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Girls,15279,321973,204564,27818,322642,259374,108190,55877,5050,1409,930,z,314670,33329417,322341,249905,102834,65103,4904,1572,855,z,314642,33320049,322547,229395,64546,85620,4907,1760,865,z,314050,32436067,322210,248078,52296,63219,5063,2613,1005,611,441,162,z,z,z,166,z,852,z,322202,264549,56642,1011,0,64,9,80,34,17,2,0,0,z,106,78,32,20,2,0,0,z,106,71,20,27,2,1,0,z,103,77,16,20,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded mainstream schools,State-funded mainstream schools,Total,15336,654625,390046,47911,656158,496737,186265,139528,14549,3062,2278,z,634254,66474880,655460,482009,187864,153931,13950,3492,2074,z,635154,66735386,655968,475773,149684,161123,13138,3887,2044,z,635081,65943245,655132,461484,84953,159949,15491,8467,3356,1965,1436,536,z,z,z,488,z,1960,z,655106,524524,128326,2256,0,60,7,76,28,21,2,0,0,z,105,74,29,23,2,1,0,z,105,73,23,25,2,1,0,z,104,70,13,24,2,1,1,0,0,0,z,z,z,0,z,0,z,80,20,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Boys,16016,339876,185507,20094,340985,237586,78098,84318,15894,1768,1417,z,320374,33219575,340588,232242,85045,89506,15526,2042,1269,z,321317,33489895,340893,246496,85149,76261,14594,2276,1263,z,321852,33582484,340149,213468,32662,97361,11079,6650,3012,2101,1858,1520,z,z,z,1877,z,1223,z,340099,260116,78617,1366,0,55,6,70,23,25,5,1,0,z,104,68,25,26,5,1,0,z,104,72,25,22,4,1,0,z,104,63,10,29,3,2,1,1,1,0,z,z,z,1,z,0,z,76,23,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Girls,15910,324306,204565,27818,325052,259411,108198,55979,7293,1424,943,z,314796,33341355,324750,249934,102835,65202,7157,1589,866,z,314769,33331922,324955,229401,64546,85728,7157,1789,880,z,314146,32444626,324545,248088,52298,63331,5190,2817,1188,859,748,625,z,z,z,824,z,875,z,324523,264567,58919,1037,0,63,9,80,33,17,2,0,0,z,106,77,32,20,2,0,0,z,106,71,20,26,2,1,0,z,103,76,16,20,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded schools,State-funded schools,Total,16081,664182,390072,47912,666037,496997,186296,140297,23187,3192,2360,z,635170,66560930,665338,482176,187880,154708,22683,3631,2135,z,636086,66821817,665848,475897,149695,161989,21751,4065,2143,z,635998,66027110,664694,461556,84960,160692,16269,9467,4200,2960,2606,2145,z,z,z,2701,z,2098,z,664622,524683,137536,2403,0,59,7,75,28,21,3,0,0,z,105,72,28,23,3,1,0,z,105,71,22,24,3,1,0,z,104,69,13,24,2,1,1,0,0,0,z,z,z,0,z,0,z,79,21,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Boys,16098,340176,185510,20094,341312,237631,78102,84458,15986,1796,1439,z,320534,33234631,340917,232267,85047,89672,15612,2073,1290,z,321506,33507256,341223,246519,85150,76421,14677,2324,1279,z,322024,33598333,340450,213477,32662,97510,11110,6681,3028,2122,1876,1526,z,z,z,1882,z,1238,z,340401,260150,78867,1384,0,55,6,70,23,25,5,1,0,z,104,68,25,26,5,1,0,z,104,72,25,22,4,1,0,z,104,63,10,29,3,2,1,1,1,0,z,z,z,1,z,0,z,76,23,0,0
202122,Academic year,National,E92000001,England,Final,School type,State-funded schools and alternative provision,State-funded schools and alternative provision,Girls,15933,324340,204566,27818,325086,259421,108200,55993,7301,1425,944,z,314818,33343514,324784,249939,102836,65220,7165,1591,867,z,314792,33334067,324989,229403,64546,85746,7165,1793,882,z,314164,32446257,324579,248091,52299,63343,5193,2821,1191,862,750,625,z,z,z,825,z,878,z,324556,264569,58947,1040,0,63,9,80,33,17,2,0,0,z,106,77,32,20,2,0,0,z,106,71,20,26,2,1,0,z,103,76,16,20,2,1,0,0,0,0,z,z,z,0,z,0,z,82,18,0,0
